title,author,type,audience,genre,faust_numbers,isbns,n_loans,top10k
Langer og Smets æøå,Kim Langer,Billedbog,børnematerialer,rim,52491886,,1684,6667
Rosa Rosenhjerte - et stort ønske går i opfyldelse,Jutta Langreuter,Billedbog,børnematerialer,skønlitteratur,54933347,,1684,6668
Jeg har været sammen med dinosaurerne,Edward Van de Vendel,Billedbog,børnematerialer,skønlitteratur,53006345,,1684,6669
Fest og ballade,Pernilla Gesén,Bog,børnematerialer,humor,54018037;25468228,,1862,6670
Hitlers heste,Arthur Brand,Bog,"alment niveau,voksenmaterialer",andre landes strafferet og kriminologi,62456078,,1683,6671
Sværdets mester. Bog 3,Mette Finderup,Bog,børnematerialer,fantasy,29475857,,1683,6672
Turneringen begynder,Luigi Garlando,Bog,børnematerialer,skønlitteratur,27866360,,1683,6673
Naturen på recept,Peter Qvortrup Geisling,Bog,"alment niveau,voksenmaterialer",psykisk sundhed,53388590,,1682,6674
Ninja Niller,,Bog,børnematerialer,skønlitteratur,26551811,,1682,6675
Star wars - Rogue One,Pablo Hidalgo,Bog,"folkeskoleniveau,alment niveau,børnematerialer,voksenmaterialer",biografier af enkelte personer,52836913,,1682,6676
Historien om bogstaverne,Erik Vierø Hansen,Billedbog,børnematerialer,skønlitteratur,54103417;48742327,99122225029205763;99123484741505763,1830,6677
Sund livsglæde - mit livs vigtigste opskrift,Claus Julius Holm,Bog,"alment niveau,voksenmaterialer",diætmadlavning,48724442,,1681,6678
Gå tur,Anna Skyggebjerg (f. 1962),Bog,"alment niveau,voksenmaterialer",motion. hvile. ergonomi,53982824;62640723,,2595,6679
Divergent. Bind 2,Veronica Roth,Bog,børnematerialer,"dystopier,science fiction",29764913;51616928,,1885,6680
Battle royale - kæmp som en pige,Michael Kamp (f. 1974),Bog,børnematerialer,"dystopier,spænding",48864228,,1681,6681
Hurlumhej og himstregimser,,Bog,børnematerialer,"rim og remser,remser,rim,sjove bøger",53651992,,1681,6682
Sofie kan svømme,Lise Bidstrup,Bog,børnematerialer,sjove bøger,54204027,,1681,6683
Cavendons døtre,Barbara Taylor Bradford,Bog,voksenmaterialer,slægtsromaner,51896831;38931296,99123767281105763,1782,6684
Strik til spilopper,Signe Strømgaard,Bog,"alment niveau,voksenmaterialer",strikning,52231469,,1681,6685
Vildfremmed,Pernilla Ericson,Bog,voksenmaterialer,spænding,46284313,,1681,6686
Ikke før solnedgang,Johanna Sinisalo,Bog,voksenmaterialer,skønlitteratur,47734908,,1680,6687
Laura har fødselsdag,Liane Schneider,Billedbog,børnematerialer,skønlitteratur,52721202;26836689;50740900,99122223573005763,2940,6688
Vampyrina - lille rædsel,Lauren Forte,Billedbog,børnematerialer,skønlitteratur,47346347,,1680,6689
Zornig - fra vred til voksen,Lisbeth Zornig Andersen (f. 1968),Bog,"alment niveau,voksenmaterialer","biografier af enkelte personer,barndomserindringer,erindringer",53962912,,1679,6690
Den store bog om Peter Pedal,"Margret Rey,H. A. Rey",Billedbog,børnematerialer,sjove bøger,52258219;26918987;23554402;27886914,99122151918005763;99122745159905763;99122096128505763,2198,6691
Winnies bedste ven,Valerie Thomas,Billedbog,børnematerialer,sjove bøger,39490331,,1679,6692
Leonora Christine,Maria Helleberg,Bog,voksenmaterialer,"biografiske romaner,historiske romaner",51288505;62227915;51994256,,1735,6693
De neuroaffektive kompasser,Susan Hart (f. 1956),Bog,"fagligt niveau,alment niveau,voksenmaterialer",børne- og ungdomspsykologi,52364671,99122187309005763;99122063539205763;99122289736705763,1707,6694
De 5 i fedtefadet,Enid Blyton,Bog,børnematerialer,krimi,46688449,99122911989205763,1679,6695
Blod på tanden,Nick Clausen,Bog,børnematerialer,"gys,spænding",48589057;28234171,,1712,6696
Tao Tissemyre,Marie Duedahl,Bog,børnematerialer,sjove bøger,53245781,,1678,6697
Efter midnat,Haruki Murakami,Bog,voksenmaterialer,magisk realisme,27434665;51551206;20075961;05694078,99122879912605763,2071,6698
India Place,Samantha Young,Bog,voksenmaterialer,skønlitteratur,54134134,,1678,6699
Den store Halfdan for de små,Halfdan Rasmussen (f. 1915),Billedbog,børnematerialer,"børnesange,løft og kig,remser,rim",29146667,,1678,6700
Læs med landsholdet og Nicklas Bendtner,Ole Sønnichsen,Bog,"folkeskoleniveau,børnematerialer",fodbold,54188935,,1678,6701
Se lige dyrene! - dyr på gården,,Billedbog,børnematerialer,"pegebøger,rim",47680085,,1677,6702
Darkest minds - ond vilje,Alexandra Bracken,Bog,børnematerialer,"dystopier,science fiction",54205260,,1677,6703
Historie om et ægteskab,Geir Gulliksen,Bog,voksenmaterialer,skønlitteratur,52911567;46824059,,1710,6704
Gigantosaurus - 5 minutters eventyr,"Carly Blake,Samuel Fern",Bog,børnematerialer,skønlitteratur,134143002,,1677,6705
Modsætninger - dyr,Jo Ryan,Billedbog,børnematerialer,pegebøger,54495455,,1677,6706
Politikens visuelle guide - Sydspanien,David Baird,Bog,"alment niveau,voksenmaterialer",enkelte lokaliteter,27784488;26166098;23337134;21584266;25152697,99122448064605763;99122634111005763;99122545619805763;99122926347805763;99121953793505763;99122808308905763;990002588830305765,1796,6707
Mørke strømme,Arnaldur Indriðason,Bog,voksenmaterialer,krimi,50668142;51707567,,1686,6708
Der er alt for meget i mit hoved,Manu Sareen,Bog,"alment niveau,fagligt niveau,voksenmaterialer",psykiske udviklingsforstyrrelser,134125853,99124188160705763,1679,6709
Se lige dyrene! - dyr i havet,,Billedbog,børnematerialer,"pegebøger,rim",47680069,,1676,6710
Strømper & sokker,Sys Fredens,Bog,"alment niveau,voksenmaterialer",strikning,27482481,99122081654005763,1677,6711
Albert og hans sut,Emmanuelle Massonaud,Billedbog,børnematerialer,skønlitteratur,48953956,,1676,6712
10 minutter og 38 sekunder i denne sære verden,Elif Shafak,Bog,voksenmaterialer,samfundskritik,48648274,,1676,6713
Drageherren. Bind 3,,Bog,børnematerialer,fantasy,25924673;26717183,,1686,6714
Turen går til Florida & sydøstlige USA,Morten Wilhelm Scholz,Bog,"alment niveau,voksenmaterialer",enkelte lokaliteter,47848644,,1676,6715
Blær med bolden,Jørn Jensen (f. 1946),Bog,børnematerialer,skønlitteratur,51469968,,1676,6716
Opførsel i familien Op & Ned - ude og hjemme,Lotte Salling,Billedbog,børnematerialer,rim,52596009;53143989,,1701,6717
En forfatters dagbog 2010-2020,Suzanne Brøgger,Bog,"alment niveau,voksenmaterialer","biografier af enkelte personer,dagbøger,erindringer",61406158,,1675,6718
Resten af dagen,Kazuo Ishiguro,Bog,voksenmaterialer,samfundsskildringer,53628354;23980533;07129963;06926940,99122574760805763,1974,6719
Strik med inspiration fra Grønland,Annette Danielsen,Bog,"alment niveau,voksenmaterialer",strikning,51346777,,1675,6720
Tilintetgøre,Michel Houellebecq,Bog,voksenmaterialer,samfundskritik,134155159,,1674,6721
Den gode skurk,"Nicole Boyle Rødtnes,Ellen Holmboe",Bog,børnematerialer,sjove bøger,52203120,,1674,6722
"Vent lidt, Sille",Sofia Rådström,Billedbog,børnematerialer,rim,39531542,,1674,6723
Hvad vil du være?,Anita Bijsterbosch,Billedbog,børnematerialer,gå på opdagelse,39531216;62387351,,1881,6724
En blå dis,Camilla Wandahl,Bog,børnematerialer,skønlitteratur,61992464,,1674,6725
Ara er sur,Grete Wiemann Borregaard,Bog,børnematerialer,skønlitteratur,52339421,,1673,6726
Dette burde skrives i nutid,Helle Helle,Bog,voksenmaterialer,skønlitteratur,28752784;52101808;29277931;29938768;29039577;45225224,99122443687005763,2003,6727
Den store bog om Mor Muh og Krage,Jujja Wieslander,Bog,børnematerialer,skønlitteratur,29495998,,1673,6728
"Løven, heksen og garderobeskabet",C. S. Lewis,Bog,børnematerialer,"fantastiske fortællinger,religiøse bøger",25937333;06525822;25474937;22244663;25950356;05749182;27380085,99122819489705763,5355,6729
Vårnat,Tarjei Vesaas,Bog,voksenmaterialer,udviklingsromaner,48925243;04498658;01315005,99122109791305763;99122270822405763;99123646241105763,1731,6730
Anna redder en humlebi,Peter Nordahl,Billedbog,børnematerialer,skønlitteratur,48517757,,1672,6731
Morder-Anders og hans venner,Jonas Jonasson,Bog,voksenmaterialer,"humor,kriminalitet",52063353,,1672,6732
Bedstemor Fugl,Benji Davies,Billedbog,børnematerialer,skønlitteratur,46276639,,1672,6733
Højt,Erika Fatland,Bog,"alment niveau,voksenmaterialer",sydasien,38370774,,1672,6734
Den skaldede detektiv,Anna Grue,Bog,voksenmaterialer,krimi,50784983;28377444;52741459;28533977;29593671,99122075064505763;99121928210605763,3003,6735
Dragekongen,Line Kyed Knudsen,Bog,børnematerialer,"fantastiske fortællinger,spænding",53799922,99122168419505763,1672,6736
Odinsbarn,Siri Pettersen (f. 1971),Bog,"børnematerialer,voksenmaterialer",fantasy,52367891,,1671,6737
Kan du finde vej? - under havet,Jenny McInerney,Billedbog,børnematerialer,gå på opdagelse,52676584,,1671,6738
Bare stik ham en!,Pelle Hvenegaard,Bog,"alment niveau,voksenmaterialer","biografier af enkelte personer,erindringer",47325366,,1671,6739
Karolines kamp,Kim Leine,Bog,voksenmaterialer,spænding,136222775,,1671,6740
Flugten,Robert Muchamore,Bog,børnematerialer,spænding,29569843;54472420;50547817;28574266;50706613;27457975;39134527;28999275;29058075;26689236;05556597;53032508;26914485;25659880;135738174;27463347;54071892;26787556;01144383;27384013;40114440;25544552;06923933;08395934;04128885;06512798;21217506;01136992;06449778;05426782,99122590903605763;99122449057505763;99122986418005763;99122222156305763;99121989358205763,4558,6741
Angreb,Nicole Boyle Rødtnes,Bog,børnematerialer,spænding,46167953,,1670,6742
Svendman,Kim Fupz Aakeson,Bog,børnematerialer,sjove bøger,52243416;20593679,,1833,6743
Anna overnatter hos bedstemor,Kathleen Amant,Billedbog,børnematerialer,skønlitteratur,54062796,,1670,6744
Den første læsning : Læsebogen,,Bog,"folkeskoleniveau,børnematerialer",læsebøger og andre materialer til læseundervisning af blandet indhold,22662821,,1670,6745
Ritt,Ritt Bjerregaard,Bog,"alment niveau,voksenmaterialer","biografier af enkelte personer,barndomserindringer,erindringer",52042127;27002617;06473326,99122931417105763;99122603400005763,1875,6746
Den faldne engel,Kenneth Bøgh Andersen,Bog,børnematerialer,fantasy,51894308;29851379;53385400;07260792;51096932;21532347;53842356,99122778639505763,3414,6747
Hr. Brum på ferie,Daniel Napp,Billedbog,børnematerialer,humor,53032680,,1669,6748
Naturens mødre og fædre,"Reina Ollivier,Karel Claes",Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer",værker af blandet indhold,48741282,,1669,6749
Hvaler,Henrik Enemark,Bog,"folkeskoleniveau,børnematerialer",sæler og hvaler,46466012;47908051;23623013;25535189;26367395;22528076;24770109;23686414;20297581;21902365;22952137;05683106,99122805294405763,4964,6750
Musas føl,Jørn Jensen (f. 1946),Bog,børnematerialer,skønlitteratur,51704363,,1669,6751
Spidey og hans fantastiske venner - min første kig og find,,Billedbog,børnematerialer,gå på opdagelse,134174358,,1669,6752
Champagnepigen,Leonora Christina Skov,Bog,voksenmaterialer,skønlitteratur,26737753;54152779;54642806;27339182,,2214,6753
Dukketøj til Baby-Born. Bind 1,Ingelise Bjerre,Bog,børnematerialer,dukker,22632353,,1669,6754
The love hypothesis,Ali Hazelwood,Bog,voksenmaterialer,engelsk skønlitteratur,61397892;134608323;62103752,,1708,6755
Spis dig rask,"Bjarne Stigsby,Hanne Juul (f. 1972-06-11)",Bog,"alment niveau,voksenmaterialer",ernæring,29630496;07226829,,1692,6756
Det vinterfrosne land,John Flanagan,Bog,børnematerialer,fantasy,26741521,,1669,6757
Som små soldater,Gertrud Tinning,Bog,voksenmaterialer,spænding,29874247,,1669,6758
Dødslisten,Frederick Forsyth,Bog,voksenmaterialer,spænding,50710238;136450832;51152840;22065009,99122425391905763,2011,6759
Den magiske rejse,Akemi Yamagata,Billedbog,børnematerialer,gå på opdagelse,51224450;53559808,,2393,6760
Mio Mus i Ådal,,Bog,børnematerialer,skønlitteratur,27015824,,1668,6761
Lulu ved vandet,Susanna Hartmann,Bog,børnematerialer,skønlitteratur,52906407,,1668,6762
Tonni 2 Ton,,Billedbog,børnematerialer,skønlitteratur,52326176,,1668,6763
Lille Muldvarp og raketten,,Billedbog,børnematerialer,skønlitteratur,52377846,,1668,6764
Palles far får mobil,Jørn Jensen (f. 1946),Bog,børnematerialer,skønlitteratur,54770251,,1668,6765
Tonni 2 Ton & jagten på Hugtanja,,Billedbog,børnematerialer,skønlitteratur,52882877,,1668,6766
Hvide nætter,Ann Cleeves,Bog,voksenmaterialer,krimi,27766129;52629780;61636064;28203950;04302737;40158006,99123902718005763;99122227248505763;99122194170205763;99122542362705763;99122507633105763,3331,6767
De døde sjæles nat,Elsebeth Egholm,Bog,voksenmaterialer,krimi,29335826;52363349;50825647;52411939;29400628,,2400,6768
En kat og en mus,Kirsten Ahlburg,Bog,børnematerialer,"remser,rim,sjove bøger",53970001,99122126526305763,1668,6769
En affære i Paris,Robert Goddard,Bog,voksenmaterialer,spænding,51595270,,1667,6770
Mand og barn,Puk Qvortrup,Bog,voksenmaterialer,skønlitteratur,134156325,99124197681605763,1668,6771
Store fly,Per Østergaard (f. 1950),Bog,"folkeskoleniveau,børnematerialer",fly,46848632,,1666,6772
Blå toner,Anne Cathrine Bomann,Bog,voksenmaterialer,skønlitteratur,39585251,,1666,6773
Den dag Otto oversvømmede verden,Adam Stower,Billedbog,børnematerialer,skønlitteratur,39255006,,1666,6774
MGP,Nina Sahl,Bog,"folkeskoleniveau,børnematerialer",viser. evergreens. schlagere,53820964,,1666,6775
Frosne beviser,Nina von Staffeldt,Bog,voksenmaterialer,krimi,52362741,,1666,6776
I offentlighedens tjeneste,Edward Snowden,Bog,"alment niveau,voksenmaterialer","biografier af enkelte personer,erindringer",47127882,,1665,6777
Izola - rejsen til Falkien,Christina Bonde (f. 1978),Bog,"børnematerialer,voksenmaterialer",fantasy,54204531,,1665,6778
Musa er syg,Jørn Jensen (f. 1946),Bog,børnematerialer,skønlitteratur,51704347,,1665,6779
Bitre urter,Marga Minco,Bog,voksenmaterialer,historiske romaner,38803042,,1665,6780
Satans datter,Walther Rebernik (f. 1972),Bog,voksenmaterialer,krimi,135976466,,1665,6781
Mine første 100 dyr,,Billedbog,"førskoleniveau,børnematerialer","værker af blandet indhold,billedordbøger,pegebøger",47908183;48577148;52535468;54223323;26952379,,3268,6782
Jeg er jaloux!,Kay Barnham,Billedbog,børnematerialer,skønlitteratur,54810482,,1665,6783
Et perfekt liv,Danielle Steel,Bog,voksenmaterialer,skønlitteratur,51515242;21048135,99122770698805763,1677,6784
Kittes køkkenhave,Signe Kjær,Billedbog,børnematerialer,skønlitteratur,53343287,,1664,6785
Mo får en bas,Marie Duedahl,Bog,børnematerialer,skønlitteratur,47248744,99123305010105763,1665,6786
Min ABC - universet,Kim Boye Holt,Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer",solsystemet. rumforskning,53214215,,1664,6787
Svømmeprøven,Emma Hamberg,Bog,voksenmaterialer,chick lit,29327750,,1663,6788
Nede i fru Hansens kælder,Dina Gellert,Billedbog,børnematerialer,"rim og remser,børneremser,børnerim,remser,rim",21784192;28008945;28716052;45761649,,2391,6789
Glemt latter,Marcia Willett,Bog,voksenmaterialer,skønlitteratur,25084756;25584716,,1752,6790
Den nysgerrige vintergæst,"Riina Kaarla,Sami Kaarla",Billedbog,børnematerialer,eventyrvæsener,54055951,,1663,6791
Traktorer på arbejde,Peter H. Petersen (f. 1954),Billedbog,"folkeskoleniveau,førskoleniveau,børnematerialer",landbrugsmaskiner og -redskaber i alm.,29060819,,1663,6792
Ridderen af det røde hyben,Peter Gotthardt,Billedbog,børnematerialer,fantasy,50639975,,1662,6793
"Simon, hvor katten er bolden?",Jørn Jensen (f. 1946),Bog,børnematerialer,skønlitteratur,52862531,,1662,6794
En sidste vilje,Beth Corby,Bog,voksenmaterialer,chick lit,48966268,,1662,6795
Sølvhesten,Lene Kaaberbøl,Bog,børnematerialer,fantasy,52413885;25377281;50642534;07364954;24483819,,2684,6796
"Asta, hr. Bibi og det lille bæst",Trine Bundsgaard,Bog,børnematerialer,skønlitteratur,29856915;48163955,,1963,6797
Emil ser en elefant,Marie Duedahl,Bog,børnematerialer,sjove bøger,53245765,,1661,6798
Jeg er her ikke,Lize Spit (f. 1988),Bog,voksenmaterialer,skønlitteratur,62515384,,1661,6799
Vickys vilde verden,Vicky Knudsen (f. 1986),Bog,"folkeskoleniveau,børnematerialer",danmarks biotopografi,48943675,,1661,6800
Den engelske pige,Daniel Silva,Bog,voksenmaterialer,spænding,50976505;51539117,,1743,6801
Magi og heltemod,Chris Colfer,Bog,børnematerialer,fantasy,61443568;62476761,,1807,6802
Klarsyn,Belinda Bauer,Bog,voksenmaterialer,"krimi,politiromaner",53994202,,1660,6803
Frøken Hikke og den lille pruttesky,Eva Dax,Billedbog,børnematerialer,skønlitteratur,61736786,,1660,6804
Lis får lus,Rikke Mølbak,Bog,børnematerialer,skønlitteratur,46144899,,1660,6805
Aru Shah og tidens ende,Roshani Chokshi,Bog,børnematerialer,"eventyr,fantasy",46492072,,1660,6806
"Aros, en politihund",Hanne Mathiasen,Bog,"førskoleniveau,folkeskoleniveau,børnematerialer",tjenestehunde (brugshunde),50752100,,1660,6807
Legenden om Sten Saks Papir,Drew Daywalt,Billedbog,børnematerialer,humor,46952146,,1660,6808
Sjælerytterne - mørket truer,Helena Dahlgren,Bog,børnematerialer,fantasy,38755161,,1659,6809
En sten for Eva,"Thomas Harder,Lene Ewald Hesel",Bog,"alment niveau,voksenmaterialer",biografier af enkelte personer,134436522,99124201943105763,1661,6810
Gratis oplevelser i Danmark,Jørgen Hansen (f. 1951-05-06),Bog,"alment niveau,børnematerialer,voksenmateriale",rejsehåndbøger,62441178,,1658,6811
Skolen med magiske dyr på sporet - det grønne slim-brev,Margit Auer,Bog,børnematerialer,krimi,61722157,,1658,6812
Slimsnegle fra det ydre rum,René Toft (f. 1975-12-07),Bog,børnematerialer,sjove bøger,47830745,,1658,6813
Urban strik,Camilla Dingsøyr,Bog,"alment niveau,voksenmaterialer",strikning,53434266,,1658,6814
Introvert eller særligt sensitiv,Ilse Sand,Bog,"alment niveau,voksenmaterialer",praktisk etik i alm.,53508235,,1658,6815
Lulu til mini ol,Rikke Mølbak,Bog,børnematerialer,skønlitteratur,46145305,,1658,6816
Palle flyver med drage,Jørn Jensen (f. 1946),Bog,børnematerialer,skønlitteratur,52988810,,1658,6817
Livet efter dig,Lisa Genova,Bog,voksenmaterialer,skønlitteratur,50700135,,1658,6818
Dyr i LEGO-klodser,Warren Elsmore,Bog,"folkeskoleniveau,alment niveau,børnematerialer,voksenmaterialer",legetøj,52728738,,1658,6819
Klar til en ny dag!,Kim Crockett Corson,Billedbog,børnematerialer,skønlitteratur,52838673,99122096815605763,1658,6820
Amdi og Tvind. Bind 1,Peter Tygesen (f. 1954),Bog,"alment niveau,voksenmaterialer",biografier af enkelte personer,62235365,,1657,6821
Fodboldholdet - fodbold for alle,Lise Bidstrup,Bog,børnematerialer,skønlitteratur,54204132,99122713208905763,1658,6822
Mig og min fe-mor - fe in spe,Sophie Kinsella,Bog,børnematerialer,sjove bøger,47955335,,1657,6823
Månen,Sigurd Toftdahl Terkelsen,Bog,"folkeskoleniveau,børnematerialer",jordens måne,53049214;29404674;45965104;47080169;26011388;26835011;22843613;22525042;22473727;54741634;20830190,99122941599205763;99121999589705763,5135,6824
