faust_number,isbn,book_title,book_author,isbn_scraped,top10k
53824935,9788740046342.0,Glasslottet,Jeannette Walls,9788740043525_3146,3146
29974403,9788702154047.0,Alle elsker Sigge,Lin Hallberg,,3148
62485043,,Ulvene fra evighedens skov,Karl Ove Knausgård,9788727003986_3149,3149
53574238,,Sally og Sigge,Lin Hallberg,9788702247749,3150
51392906,,Ib hjælper en and,Peter Nordahl,9788702157741_3151,3151
51886844,,Ib på tur med DSB,Marie Duedahl,9788740604610,3152
54873719,9788726097573.0,Tusindfryd,Orla Johansen (f. 1912),,3153
28836473,9788711400661.0,Emmy - dramaqueen i Vestjylland,Mette Finderup,,3155
28986270,,Da Carl næsten var ond,Ida Jessen (f. 1964),,3156
51862147,,Vitello vender tilbage,Kim Fupz Aakeson,9788702177718_3157,3157
48455778,,Er der en voksen til stede?,"Iben Hjejle,Signe Lindkvist",,3158
52274923,,Alt om at være pige,Camilla Wandahl,9788763844949_3159,3159
47265126,,Turen går til Europas smukkeste vandreruter,"Andrea Lammert,Gerhard von Kapff",,3160
48755526,,Alfons Åberg,Annette Voigt,,3161
51747755,,Vi var løgnere,E. Lockhart,,3162
29784558,,Lili får besøg,Kim Fupz Aakeson,9788702138191,3163
54220383,,Sommerskandalen,Meredith Duran,,3164
62865784,,Kærlighed på Håbets Gård,Carole Matthews,,3165
28962509,9788771072006.0,Troldbunden,Margit Sandemo,9788776770341,3167
46506006,9788726180398.0,Slip slankekursmentaliteten,Jette Uhre,9788793575431,3168
53826423,9788702212372.0,Et rige af tåge og vrede,Sarah J. Maas,9788702211726_3169,3169
53327346,,Det dybe vand,Paula Hawkins,9788702261707_3170,3170
38355147,,Amandas valg,Sara Ejersbo,9788702302028_3171,3171
47640423,,Hundeånde,Dav Pilkey,,3172
61904174,,Tænk ikke på mig,Vilma Sandnes Johansson,9788743401605_3173,3173
39021749,,Ælle bælle børnehave,,,3174
62142782,,Turen går til Stockholm & Midtsverige,"Karina Krogh,Didrik Tångeberg",9788740064612_3175,3175
39124513,,Skolekomedie,Erling Jepsen (f. 1956),9788702316780_3176,3176
48692354,,5 minutter i puttetid,,,3177
48455859,,Den store bog med Frost-historier,,,3178
46608801,,Mumi pandekageskovturen,,,3179
5707617,,Lange Peter Madsen,,,3180
52451604,9788758824772.0,Little monsters - the creature,"Pernille Eybye,Carina Evytt",,3181
53031323,9788758827209.0,Heksejægerens bytte,Pernille Eybye,9788758824833_3182,3182
53069134,,Du skal huske at fodre din søhest,"Charlotte Bjerregaard,Pernille Thomsen",9788771804980,3183
62118849,,Over kanten,Matt Brolly,9788727002415_3184,3184
55116946,,Djævlens døtre,Thomas Rathsack,9788740037357,3185
51309162,,Hugo maler,Randi Solvang,,3186
45961850,,Lærepenge,Lee Child,9788742600375_3187,3187
62418532,,Det hollandske hus,Ann Patchett,9788793752689,3189
48031129,9788726223507.0,Vold,Yrsa Sigurðardóttir,9788711919668_3190,3190
38904574,9788772149554.0,Deo og bh,Anette Vinther Jensen,9788772148588,3191
48099785,,Minimund,"Frida Brygmann,Thomas Korsgaard (f. 1995)",9788711919743,3192
39283824,9788758845036.0,Niki og Kasper i skoven,Kristoffer Jacob Andersen,,3193
51954882,,Min mormor hilser og siger undskyld,Fredrik Backman,9788771802818,3194
46090454,,"Øv nu, Do",Maria Rørbæk,9788723536792,3195
54985649,9788702261042.0,Gift,Tove Ditlevsen,9788702331646_3196,3196
29820414,,At høre hjertet slå,Jan-Philipp Sendker,9788712056188_3197,3197
53945457,,Frede vil ikke være med til mandag,Trine Bundsgaard,9788702190380_3198,3198
61449345,,Priorinden,Lars Novrup Frederiksen,9788770707657_3199,3199
53597440,9788771896497.0,Da Vinci mysteriet,Dan Brown,9788740044027,3200
46090462,,Do i et æg,Maria Rørbæk,9788723536785,3202
53624502,,"Anna, Banana - en hund, to hundrede",Anica Mrose Rissi,,3203
39147947,9788726758566.0,Disneys Inderst inde,,,3204
52646286,,Pigen og vogteren,"Jeanette Øbro Gerlow,Ole Tornbjerg",,3206
48643124,,Alfons Åberg,,,3207
54116195,9788711962084.0,Disneys Frost,,,3208
62609613,9788712069928.0,Børns mentale sundhed,Pernille Thomsen,9788712068679_3209,3209
48536336,,De rejsende,Regina Porter,9788740050295,3210
53196411,,Ea 3.a - den nye skole,Puk Krogsøe,,3211
53142389,,Holdt for nar,Harlan Coben,9788712057758,3212
28150415,9788792582072.0,Ved vejen,Herman Bang,9788702307931,3213
46203445,,Team Gamer - et nyt hold,Natasja Erbillor,9788772143569,3215
52004454,9788711323908.0,Mordet på øen,Michael Larsen (f. 1961),9788711514177,3216
47171903,,Løve,Sebastian Klein,,3217
48664806,,Live fra Amerika,Jesper Steinmetz,,3218
46415051,9788740027242.0,Gangster - Brian Sandberg,Henrik Madsen (f. 1961),,3219
47583152,9788793681699.0,Alt er f*cked,Mark Manson (f. 1984),9788793681675_3220,3220
46236912,,Biler,,,3221
39010275,,Entreprenørstaten,Sigge Winther Nielsen,9788712064633,3222
46369955,,Verdens farligste bjørne,Sebastian Klein,9788727017303_3224,3224
52370930,9788771830880.0,Et dukkehjem,Henrik Ibsen,9788726335521,3226
48716938,9788726673326.0,Den lille prins,Antoine de Saint-Exupéry,9788711903537,3227
39011255,9788726856873.0,Geminiforbandelsen,Kim Ace Nielsen,9788726988581,3228
50810240,9788702155624.0,Eventyret om ringen,J. R. R. Tolkien,,3229
53624480,,"Anna, Banana - væddemålet",Anica Mrose Rissi,,3230
53578144,,En gentleman i Moskva,Amor Towles,9788740049527_3231,3231
48011411,9788758839806.0,Vlog-pigerne - den første video,Lise Bidstrup,9788758840055,3232
27330088,9788792165145.0,Den gamle mand og havet,Ernest Hemingway,9788711987841_3233,3233
46099826,,"Klimakærlige frikadeller, bøffer, pateer & postejer",Kirsten Skaarup,9788763860376,3234
52947480,,Minecraft - middelalderborg,Craig Jelley,,3235
50877639,,Blomstermanden,Lars Kjædegaard,9788763837774,3236
39457458,,Lyden af en lærke,Erica James,,3237
54251203,,Hjerteflimmer,Emma Hamberg,9788793338531,3238
54205244,,Den rigtige bog om store maskiner,Ole Damgaard,,3240
38240986,,Star Girl - haters,Nicole Boyle Rødtnes,9788741510569_3242,3242
46438876,,Små diskrete drab & Sprækken,Jussi Adler-Olsen,9788740054750_3243,3243
48529739,,Turen går til Jylland,Anne Mette Futtrup,9788740065367,3244
47626714,,Mumi og den første forårsdag,,,3245
61377417,,Mere sjov med Alfons Åberg,Gunilla Bergström (f. 1942),9788702324860_3246,3246
29245789,,"Farvel sut, sagde krokodillebarnet",Maria Rørbæk,9788702119398_3247,3247
46867351,9788793681514.0,Mit livs kærlighed,Tina Turner,,3248
52410916,,"Lotte, Jonas og Mia fra Spektakelmagergade",Astrid Lindgren,9788702199628,3249
55146748,,Dinosaurium,Lily Murray,,3250
39609312,,En monstervild ide,"Thomas Brunstrøm,Sophie Souid",9788711998236_3251,3251
51294505,,Eremitten,Thomas Rydahl,,3252
52832772,9788758826110.0,Solgt,Zana Muhsen,,3253
52623162,,Sigurd fortæller Danmarkshistorie. Bind 1,Sigurd Barrett,,3254
54581009,,Call me by your name,André Aciman,9788763859660,3255
54951531,,Snesøstre - snekuglens hemmelighed,Astrid Foss,9788762732759,3257
62157925,,Ingen vej tilbage,Tommi Kinnunen (f. 1973),9788702326437_3258,3258
46037022,,Lili graver en fælde,Kim Fupz Aakeson,,3260
48155529,,Døden i april,Louise Penny,9788740061468_3262,3262
46304314,9788741507774.0,Fanget mellem tigerens tænder - og andre vilde dyreangreb,Nicole Boyle Rødtnes,,3263
51559126,,Rita & Krokodille - snevejr,Siri Melchior,9788702156898_3264,3264
38590049,9788772149905.0,Det er jo bare fodbold,Nanna Kühle,9788772148939,3265
50774031,,Ib siger godnat til en gris,Peter Nordahl,9788702152685_3268,3268
27617867,9788702049084.0,Kun en pige,Lise Nørgaard (f. 1917),9788702234831,3269
46957172,,Længsel,Tracey Garvis Graves,,3272
54990146,,Sigurd fortæller H.C. Andersens eventyr. Bind 1,Sigurd Barrett,9788740050400_3274,3274
54170181,,Boris flytter!,Ryan T. Higgins,9788711698402_3275,3275
52020719,,Ib får en is,Marie Duedahl,9788740651010_3276,3276
54996705,9788793661059.0,Byens spor. 1,Lars Saabye Christensen (f. 1953),9788793661691_3277,3277
53983618,,Nathold,Michael Connelly,9788772043883,3278
52083427,,Er vi venner?,Line Kyed Knudsen,,3280
52911818,,Popprinsesse,Rosie Banks,9788762726734_3282,3282
53679064,,9. november,Colleen Hoover,9788711909157_3283,3283
52377811,,SalatTøsen,Mette Løvbom,9788740026498_3284,3284
54070713,9788711961995.0,Sonja får en chance til,Åsa Hellberg,9788711961124_3287,3287
48144233,9788770303569.0,Op,Mette Holm (f. 1973),9788793679610,3288
51116453,,Ib læsser jorden af,Peter Nordahl,9788702157703_3289,3289
53120962,,Hemmelighederne på Nanreath Hall,Alix Rickloff,9788771916492,3290
48816797,,Bagværk,Cathrine Brandt,,3291
53464092,,Hjem,Harlan Coben,9788712057765_3292,3292
54156758,9788726028102.0,Stygge Krumpen. Del 1,Thit Jensen (f. 1876),9788711646526,3293
51294521,,Meldt savnet,Linda Castillo,9788740051995_3294,3294
48713068,,Strik så det synger,Annette Danielsen,9788793252455,3296
51614720,,De tre Bukke Bruse vender tilbage,Bjørn F. Rørvik,9788763838399_3297,3297
29355843,,Da Carl blev rasende,Ida Jessen (f. 1964),9788763820790_3298,3298
29621691,,Poul og far til tandlægen,Andreas Bræstrup Kirstein,9788779161719,3299
23171414,,Halfdans abc,,,3300
46455932,,Den store bog om vandreture i Danmark,Torben Gang Rasmussen,,3301
46023315,,Min dag i nulte,Ina Victoria Haller,9788711698839_3302,3302
28394373,,"Se her, Fifi",Randi Solvang,,3303
39071797,9788771918656.0,Parfumesamleren,Kathleen Tessaro,,3306
27920594,,Rødder,Sissel Bøe,,3309
134490357,,Find Holger - kloden rundt,Martin Handford,9788741520407_3310,3310
47280168,,På flugt,Nicole Boyle Rødtnes,9788741506364_3311,3311
62914297,,Det ellevte manuskript,Anne Holt (f. 1958-11-16),9788770076555_3312,3312
29618518,,Tiberius Tudefjæs stikker en løgn,Renée Toft Simonsen,9788740006988_3313,3313
28254296,9788711438909.0,Lejemorderens guide til et smukt hjem,Hallgrímur Helgason,9788711985250,3314
50988147,9788702155389.0,Svalens graf,Sissel-Jo Gazan,9788702162882_3315,3315
52002133,,After. Del 3,Anna Todd,,3316
53511945,,Sense - slank med fornuft,Suzy Wengel,9788740041699_3317,3317
62660996,,Arkitekten fra New York,Petra Hucke (f. 1978),9788743403005_3318,3318
46234146,,Kig & find i Dinolandet,,,3319
54927444,9788758833057.0,Den cubanske kabale,Bjarne Reuter,9788702144628,3322
62845945,,Bluey - gamle damer,,,3323
46338928,9788763853118.0,Hulebjørnens klan,Jean M. Auel,9788763813648_3324,3324
54962266,9788711935088.0,Styr på dyr,Sebastian Klein,9788711935088,3325
28844735,,Elevatoren til jordens indre,Kasper Hoff,9788702107289,3327
52675510,9788711709412.0,Er der nogen?,Line Kyed Knudsen,,3328
46931718,,Mira elsker fredag,Sabine Lemire,9788702281675,3329
39363011,9788726917536.0,Den lille guide til investering,Sarah Ophelia Møss,9788794086486,3330
51735668,,Anemone - det store ønske,Lene Møller Jørgensen,9788702168136,3332
53032796,,Læs med landsholdet og Kasper Schmeichel,Ole Sønnichsen,9788727015187,3333
61656979,,Bare numser i sneen,Annika Leone,9788727004129_3334,3334
53154417,,Vovestykket,Simona Ahrnstedt,9788702237405_3335,3335
54989458,,To slags sandhed,Michael Connelly,9788772042091_3338,3338
47559529,9788793699779.0,Et rigtigt håndværkertilbud,Carey Heywood,9788793834743,3339
47444977,9788758838953.0,Forbandet,Pernille Kim Vørs (f. 1973),,3340
28836465,9788711400647.0,Emmy - goth nytår,Mette Finderup,,3342
46496728,,Under dække,Lee Child,,3343
46321057,,1793,Niklas Natt och Dag (f. 1979),9788743400219,3344
48667104,9788793681873.0,"Rødt hjerte, blåt blod",Casey McQuiston (f. 1991),9788793681859,3345
54246935,,Mordet på kommandanten. Bog 2,Haruki Murakami,9788772041032_3346,3346
54660472,9788726061420.0,Huset i lyngbakkerne,Else Fischer,,3348
46902866,,Nikkis dagbog - historier fra en ik' specielt perfekt hundepasser,Rachel Renée Russell,9788741500409_3349,3349
46441745,,Det gode bachelorprojekt i sundhedsuddannelserne,,,3351
51152409,,Akrash,Jesper Stein,9788740030709_3354,3354
46145666,,Gravkammeret,Tess Gerritsen,9788742600429_3355,3355
62640774,,Rose Svanes hæklerier,Rose Svane,9788702350746,3357
53174337,,Pigen i isen,Robert Bryndza,,3358
26483778,,Gorlans ruiner,John Flanagan,9788721027612_3359,3359
51440374,,Løven i skoven,Peter Gotthardt,9788711910832,3360
46988477,,Liv,Mikaela Bley (f. 1979),9788772007021_3361,3361
47115485,,Mumi og det gyldne blad,,,3363
38549227,,Mission sund aftensmad,Michelle Kristensen,9788740062656_3364,3364
46543157,,Alt om din krop,Pauline Oud,,3365
134136596,,Specialisten,"Lotte Petri,Hans Petter Hougen",9788772389974_3366,3366
39356694,,Evigheden i et siv,Irene Vallejo (f. 1979),9788743407133,3367
28962312,9788711401903.0,En stærk kvinde,Danielle Steel,,3368
62884886,,Huset Silvermoor,Tracy Rees,,3370
51339851,9788771624656.0,Sort hund,Torben Munksgaard,9788711596050,3371
48682294,9788723550705.0,Liverpool F.C.,Maja Plesner,9788723545077,3372
47077419,,Amerikaneren,Christian Mørk,9788770362337,3374
53511384,,Hotel Boris,Ryan T. Higgins,9788711696118,3375
46496604,9788726181692.0,Rasmus Klump høster,"Carla Hansen (f. 1906),Vilh. Hansen (f. 1900)",9788726181692,3376
52431700,9788711659199.0,Uopklaret,Frederik Strand,9788711564004_3377,3377
52736722,,Det skjulte orakel,Rick Riordan,9788711563489_3379,3379
45961249,,Onde spil,Angela Marsons,,3382
51385365,,Stalker,Lars Kepler,9788743407713,3383
38677454,,Cold case - Hovedvej 9,Tina Frennstedt,9788702286335_3384,3384
52011906,9788711462928.0,Alt eller intet,Nicola Yoon,9788711980347,3385
39140683,,Mit år med Gud,Svend Brinkmann,9788702316360,3386
46621778,,Hvor er pøllerne?,,,3387
52376505,,Svaner bliver ikke skilt,Auður Ava Ólafsdóttir,9788793209268_3388,3388
47682916,9788726204797.0,Anna og Elsa får en ny ven,,,3389
48180558,,En ny chance,Alexandra Potter,,3390
53826245,9788702214963.0,De Hæslige Slynglers Klub,Ole Lund Kirkegaard,9788702338942_3391,3391
27444881,9788702073461.0,Jul med Pippi og Lotte,Astrid Lindgren,,3393
52780578,,Bliv hos mig,Harlan Coben,9788712057741,3394
48180566,,Michael er brandmand,Ulrik Jørgensen (f. 1974-06-10),,3395
47840937,,Superhelte,Lasse Højstrup Sørensen,9788740661200,3396
53945414,,Frede og Selma og et ret højt træ,Trine Bundsgaard,9788702190403,3397
53575242,,Godnathistorier for rebelske piger,"Elena Favilli,Francesca Cavallo",9788771808407_3399,3399
55121303,,Pigen fra '58,Annie Ernaux,9788793316171_3400,3400
61384553,,Den store bog om dinosaurer,"Angela Wilkes,Darren Naish",9788772055534_3401,3401
61841024,,Den kæmpe store Poul og far,Andreas Bræstrup Kirstein,9788779169692_3403,3403
48812058,,De uønskede,Thomas Harder,9788702250602_3404,3404
53895182,,"Far spørger, om du vil tage flødeboller med",Anne Sofie Hammer (f. 1972-02-05),9788763855204,3405
46437292,9788726097450.0,Disneys Hvalpevennernes jul,,,3406
46115813,,Monsterinvasionen,Max Brallier,9788702274929,3407
47321611,,Silja og det magiske stjernestøv,Mila Berg,9788772240084,3408
38456911,9788797138472.0,Livet har dig altid,,,3410
28375190,,Peter Pedal bager pizza,"Margret Rey,H. A. Rey",,3411
28836554,9788711419182.0,Emmy - møgtur til Sverige,Mette Finderup,,3412
52556953,,Prinsessen der altid havde ret,Kim Fupz Aakeson,,3413
48739822,,Digterens død,Torben Munksgaard,9788770073806,3414
50664341,9788771283853.0,De fem på øen igen,Enid Blyton,,3415
39273608,9788758845043.0,Niki Topgaard og vennerne - Niki og Simon på stranden,Kristoffer Jacob Andersen,,3417
48729797,,Kristian på sporet af - rummet,Kristian Gintberg,9788740078671_3418,3418
53052975,,Løgneren,Nora Roberts,,3419
47840651,,En pige uden lige,Marc Levy,,3420
47706319,,Det meget meget meget farlige monster,Rebecca Bach-Lauritsen,9788763861540,3421
46595165,,Stjernestunder,Lotte Salling,9788711905302,3422
54244940,9788726034554.0,Søstre,Danielle Steel,,3423
46602226,,Knæk koden til glutenfrit brød,Karina Baagø,9788793755277,3427
48039561,9788726375466.0,Karmaboy - den hemmelige klunkeklan,Jacob Riising,,3428
51143574,,Da Carl næsten sov i telt,Ida Jessen (f. 1964),9788763832984_3429,3429
46265076,9788770301459.0,Boost din selvkærlighed,Mette Holm (f. 1973),9788793430358_3430,3430
46867424,9788726270532.0,Antiinflammatorisk kost,,,3432
25915607,,Torsdage med Sigge,,,3433
28506392,,Asta og det store flytterod,Trine Bundsgaard,9788702298277,3434
47714249,,Nikkis dagbog  - historier fra en ik' specielt flink fjendinde,Rachel Renée Russell,9788741500409_3435,3435
54116292,9788711962039.0,Disneys Snehvide og de syv små dværge,,,3436
61482113,9788726665680.0,Familiebånd,Danielle Steel,,3437
50845443,9788711345825.0,Far til fire - gi'r aldrig op!,Dorte Q. Geisling,,3438
135267325,,Fix din fordøjelse,"Tine Jørgensen (f. 1991),Jane Faerber",9788740077599_3440,3440
51526481,,Den store Lotte søg- og findebog,Alexander Steffensmeier,,3441
52568471,,Ståsteder,Svend Brinkmann,9788702382914_3443,3443
48646026,,"Elsker, elsker ikke",Matthew Arlidge,,3445
28254458,9788711438640.0,Livets gave,Danielle Steel,9788726003697,3446
48533973,,Fink - skyggemord,Morten Remar,9788775670208,3447
47325455,,Det andet navn. Bind 1,Jon Fosse,,3449
47280184,,En god leder,Nicole Boyle Rødtnes,9788741506371_3451,3451
47247578,,40 ting du skal vide om din fødsel,Cana Buttenschøn,9788770364546,3452
46878426,,Nora skal sove,Kirsten Sonne Harild,9788702279917_3453,3453
46758781,9788726030839.0,Bliv hos mig,Jennifer L. Armentrout,9788711915141_3454,3454
50773914,,"Ib ser noget, der blinker",Peter Nordahl,9788702152661,3455
29761698,,Øjesten,Jakob Melander,9788772000251_3456,3456
48930379,,Sandheden om stress,Søren Ballegaard,9788702298871,3457
46496116,9788702276596.0,Mesterdetektiven Blomkvist,Astrid Lindgren,9788702273533_3459,3459
54213697,,"Nej, nej og atter nej",Nina Lykke (f. 1965),9788763860567_3460,3460
51818776,,Havets hvisken,Kimberley Freeman,9788702300895_3461,3461
29860637,9788711372524.0,Æblemostreglementet,John Irving,9788726405187,3463
52130425,9788763843775.0,Mig og Dylan Walker,Anne Sofie Hammer (f. 1972-02-05),9788763842938_3464,3464
54171838,9788726012194.0,Champagnepigen,Leonora Christina Skov,,3465
38548239,,De Atten,Anton M. Berg,9788740057058,3466
51116399,,Ib tænker sig om en ekstra gang,Peter Nordahl,9788702157710_3474,3474
28836333,9788711400692.0,Emmy,Mette Finderup,9788711325070,3476
52381398,9788711631058.0,De 5 på Djævleklippen,Enid Blyton,9788711982372,3478
51980212,,Harry Potter og halvblodsprinsen,Joanne K. Rowling,,3479
29646066,,Flunkerne - jagten på Atlantis,"Juan Carlos Ramis,Joaquín Cera",,3480
38979531,9788702302578.0,Vitello går vildt meget i skole,,,3481
46850971,9788793544864.0,En skønne dag,Carey Heywood,,3482
62312564,,Penge & bacon,Anna Juul,9788711995808_3483,3483
29038023,9788711408025.0,At overkomme livet,Lisbet Dahl,,3484
53867405,,Coco,,,3485
53374255,,Dinosaurer,Neiko Ng,,3487
38364448,9788758841984.0,En elgtastisk sommerferie,Katja L. Berger,,3488
48518257,,Turen går til Budapest & Ungarn,Christine Proksch,9788740055726_3489,3489
50615782,9788702155426.0,Hell man,Sanne Søndergaard,9788702129014,3490
52860172,,Nikkis dagbog - historier fra en ik' specielt yndefuld isprinsesse,Rachel Renée Russell,9788741500409_3491,3491
48634036,,Det bedste,Susie Haumann,9788797154823_3492,3492
38827723,,Havets magi - et farligt fund,Nicole Boyle Rødtnes,9788741515731,3494
29782377,9788758813301.0,Alanna,Tamora Pierce,9781665937412,3495
52446236,,Puk har bål,Helle Dyhr Fauerholdt,9788702203189,3496
29274827,9788763821407.0,Et mærkeligt skib,Anita Krumbach,9788763811309,3497
